# "Frame" "ClusterAnalysis.cluster_count" "ClusterAnalysis.largest_size" "WignerSeitz.interstitial_count" "WignerSeitz.vacancy_count" "DislocationAnalysis.cell_volume" "DislocationAnalysis.counts.BCC" "DislocationAnalysis.counts.CubicDiamond" "DislocationAnalysis.counts.FCC" "DislocationAnalysis.counts.HCP" "DislocationAnalysis.counts.HexagonalDiamond" "DislocationAnalysis.counts.OTHER"
1 0 0 0 0 1597256.8789489688 128000 0 0 0 0 0 
3 151 20 347 347 1597256.8789489688 118394 0 0 0 0 9606 
5 143 98 488 488 1597256.8789489688 115602 0 0 0 0 12398 
7 130 70 634 634 1597256.8789489688 115019 0 0 0 0 12981 
9 117 174 621 621 1597256.8789489688 114365 0 0 0 0 13635 
11 95 208 635 635 1597256.8789489688 114519 0 0 0 0 13481 
13 93 322 726 726 1597256.8789489688 113912 0 0 0 0 14088 
15 86 556 794 794 1597256.8789489688 113405 0 0 0 0 14595 
17 85 636 808 808 1597256.8789489688 113459 0 0 0 0 14541 
19 68 896 900 900 1597256.8789489688 113105 0 0 0 0 14895 
21 78 1133 891 891 1597256.8789489688 113499 0 0 0 0 14501 
23 79 1203 952 952 1597256.8789489688 112636 0 0 0 0 15364 
25 57 1264 998 998 1597256.8789489688 112176 0 0 0 0 15824 
27 59 1290 1048 1048 1597256.8789489688 111383 0 0 0 0 16617 
29 51 1296 1044 1044 1597256.8789489688 111832 0 0 0 0 16168 
31 62 1410 1099 1099 1597256.8789489688 111621 0 0 0 0 16379 
33 61 1468 1139 1139 1597256.8789489688 111314 0 0 0 0 16686 
35 60 1549 1172 1172 1597256.8789489688 111303 0 0 0 0 16697 
37 56 1618 1185 1185 1597256.8789489688 111337 0 0 0 0 16663 
39 61 1730 1248 1248 1597256.8789489688 111686 0 0 0 0 16314 
41 60 1710 1269 1269 1597256.8789489688 110545 0 0 0 0 17455 
43 67 1734 1312 1312 1597256.8789489688 110011 0 0 0 0 17989 
45 56 1706 1282 1282 1597256.8789489688 110130 0 0 0 0 17870 
47 51 1748 1289 1289 1597256.8789489688 110651 0 0 0 0 17349 
49 59 2584 1939 1939 1597256.8789489688 110657 0 0 0 0 17343 
51 38 2012 1491 1491 1597256.8789489688 110967 0 0 0 0 17033 
53 50 2024 1475 1475 1597256.8789489688 110426 0 0 0 0 17574 
55 62 2666 1967 1967 1597256.8789489688 109987 0 0 0 0 18013 
57 63 1953 1426 1426 1597256.8789489688 109562 0 0 0 0 18438 
59 50 1926 1397 1397 1597256.8789489688 110230 0 0 0 0 17770 
61 51 2631 1953 1953 1597256.8789489688 109714 0 0 0 0 18286 
